label,acc_x_mean_t,acc_x_median_t,acc_x_std_t,acc_x_min_t,acc_x_max_t,acc_x_iqr_t,acc_x_skew_t,acc_x_kurtosis_t,acc_x_mean,acc_x_median,acc_x_std,acc_x_min,acc_x_max,acc_x_iqr,acc_x_skew,acc_x_kurtosis,acc_x_energy,acc_x_entropy,acc_y_mean_t,acc_y_median_t,acc_y_std_t,acc_y_min_t,acc_y_max_t,acc_y_iqr_t,acc_y_skew_t,acc_y_kurtosis_t,acc_y_mean,acc_y_median,acc_y_std,acc_y_min,acc_y_max,acc_y_iqr,acc_y_skew,acc_y_kurtosis,acc_y_energy,acc_y_entropy,acc_z_mean_t,acc_z_median_t,acc_z_std_t,acc_z_min_t,acc_z_max_t,acc_z_iqr_t,acc_z_skew_t,acc_z_kurtosis_t,acc_z_mean,acc_z_median,acc_z_std,acc_z_min,acc_z_max,acc_z_iqr,acc_z_skew,acc_z_kurtosis,acc_z_energy,acc_z_entropy,gyro_x_mean_t,gyro_x_median_t,gyro_x_std_t,gyro_x_min_t,gyro_x_max_t,gyro_x_iqr_t,gyro_x_skew_t,gyro_x_kurtosis_t,gyro_x_mean,gyro_x_median,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_iqr,gyro_x_skew,gyro_x_kurtosis,gyro_x_energy,gyro_x_entropy,gyro_y_mean_t,gyro_y_median_t,gyro_y_std_t,gyro_y_min_t,gyro_y_max_t,gyro_y_iqr_t,gyro_y_skew_t,gyro_y_kurtosis_t,gyro_y_mean,gyro_y_median,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_iqr,gyro_y_skew,gyro_y_kurtosis,gyro_y_energy,gyro_y_entropy,gyro_z_mean_t,gyro_z_median_t,gyro_z_std_t,gyro_z_min_t,gyro_z_max_t,gyro_z_iqr_t,gyro_z_skew_t,gyro_z_kurtosis_t,gyro_z_mean,gyro_z_median,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_iqr,gyro_z_skew,gyro_z_kurtosis,gyro_z_energy,gyro_z_entropy,msg_id
Normal Walk,-0.566089796875,-0.468242,0.23223850066668933,-1.098894,-0.278651,0.372839,-0.7524715613498721,-0.7332485497937768,2.333854162446221,0.8334995040016181,6.246636901501405,0.14614244285687325,36.229747,1.0864022353530582,4.997339875797409,24.114368193302035,1422.955130584532,0.602821550527175,0.69919721875,0.823368,0.36983634734114446,-0.178729,1.365183,0.65740125,-0.6660982193710765,-0.578150051636745,3.2220053513657536,0.8801266214727397,7.8066968406976995,0.2139526171931098,44.748622,1.3598708283968413,4.710343544680307,22.05133821639291,2282.426689497247,0.8796082728396697,9.451404296875,9.6951375,0.905882478186959,7.921011,11.34401,1.1072007500000005,0.01174934994211351,-0.7339678732639592,22.842008787835553,2.030483994094996,104.71331772970123,0.17552820381465117,604.8898750000001,3.1001574821020874,5.36013622693711,26.83298893555236,367572.36081359745,0.051775111430600707,-0.02230428125,-0.011796000000000001,0.22457029169751816,-0.481569,0.342866,0.35306275,-0.16861030575378413,-0.7424760718655721,1.180066205861051,0.7685623729310329,1.3779540077764585,0.18814921441239135,6.08894082655437,0.8530264660154337,2.6980149038201926,6.827477826498374,105.3220319284,2.7905159604190395,-0.01289696875,-0.00788,0.02279136818784742,-0.074496,0.032356,0.0208505,-0.7917445922346683,0.682989997587637,0.15204551156132357,0.09049638897804152,0.1772090321175967,0.008395924792171513,0.8254060000000001,0.1361926109928514,2.1523754343822454,4.7929984444511105,1.7446681167999998,2.9984045363649674,0.021884,0.034337000000000006,0.17592744177510014,-0.277158,0.367415,0.23262175000000002,0.001071474593188278,-0.8286216261346135,0.8352882986016327,0.4641020785003932,1.1594127943524646,0.04748087983970633,5.080962262988495,0.49515713014439355,2.791812078864242,7.148070994381927,65.34222622364801,2.438997908861866,window_0
Normal Walk,-0.490763109375,-0.454592,0.3304021142294888,-1.186612,0.052305,0.5203852499999999,-0.4289526472500994,-0.8481005992106372,2.8710944631113464,1.4499531885251282,5.438013360861402,0.20404158691775456,31.408839,2.03612759477372,4.550873624967213,20.800323343179386,1210.085527328504,1.2905511544955754,0.8729902656249999,0.8472535,0.2648229573724233,0.279677,1.346105,0.425994,-0.011672192089555566,-0.8485605544385759,3.1539702135103935,0.9021247582682234,9.596253791007722,0.17942861373242677,55.871377,1.0846938044627774,5.173414230918962,25.466631997534915,3265.1396777325085,0.3863209901107799,9.734214078125,9.745749,1.2168829271369854,7.666757,11.72518,2.2259534999999993,-0.07812424957465071,-1.3067234852566314,25.81476977249341,3.8877658041522425,107.50332629317376,0.23756718527442905,622.989701,6.690044361591384,5.3493350315045936,26.757144336654132,391147.7600801095,0.08816395985070034,-0.010879656249999998,0.0088555,0.2976853916223478,-0.520473,0.444122,0.5922135,-0.06603228865786033,-1.4463474025712015,1.1042523879730097,0.4966524634379196,2.1135792318229916,0.015469210774955625,11.998667377461413,0.603443778346838,4.323903041614084,19.162694787055216,181.97089617720195,1.3759405213799303,0.005239125000000001,-0.001485,0.03245378475496926,-0.047316,0.081385,0.046164750000000004,0.46645569890398625,-0.6764177568862149,0.20347223681323157,0.13402991810816758,0.17181478198675953,0.044687726251606476,0.8857871136984673,0.1934196233020383,2.0967474971240176,5.316497220924813,2.269480654814,3.5592497249737427,0.02048084375,0.0231455,0.26811908364027465,-0.374683,0.430833,0.53345775,0.00799927690445394,-1.5426812260350709,1.045724012681453,0.4504981845359357,1.8870352544617184,0.12017888973575902,10.621364995969456,0.7384866857981306,4.133137901796278,17.841967028481292,148.94210439296003,1.5576998929362762,window_1
Normal Walk,-0.6049332031250001,-0.5881845,0.5944558762056634,-1.675428,0.39399,0.93022125,-0.1295719112937508,-1.0820390356037963,3.736960182008474,1.565302348849341,7.448712957013895,0.42931613580821426,38.715725,1.1931125589717728,3.767421532981532,13.655379673071433,2222.342275772912,1.4666814392324976,0.590806171875,0.5779945,0.39634376317951386,-0.387192,1.274781,0.6916552499999999,-0.09848350900112478,-0.8070103444292975,3.2615463378035265,1.7746877840476614,6.640365216393921,0.2561677775691029,37.811595000000004,2.0409465863622707,4.509731526268791,20.130093598679007,1751.4283110634838,1.164808899510764,9.871557734375001,10.038440000000001,1.861616044920945,7.013368,12.69059,3.5387590000000007,-0.15045431679562377,-1.402287073736177,27.558205266961487,4.103037136549762,109.25034916418116,1.067754900967244,631.779695,4.152777950770359,5.280166155033879,26.240340413321196,406242.9910410074,0.15752075597485798,-0.062931484375,-0.1362335,0.3531870039474481,-0.647042,0.570691,0.63371425,0.32395754442504743,-1.231251755744897,1.7734754387965515,1.118993019568347,2.3117633196994896,0.34034050557823375,13.153885363305973,1.0207119826871802,3.784307069392208,15.52182629914423,271.6628729063239,2.2935037183534788,0.0014836406250000004,0.0033115,0.03500894970859558,-0.07716,0.072325,0.045364999999999996,-0.3704243230350579,-0.4523487330444542,0.2031298111393229,0.14804171087285195,0.19285967261036713,0.00925487963366416,1.0116476539435673,0.19965616346956228,2.4819197378971665,7.428144419838361,2.5106103517719998,3.285338186202874,0.1024846875,0.2824135,0.3875093723312087,-0.639813,0.561933,0.66762175,-0.5673580569606929,-1.156404064384953,1.8439994931838741,0.9908860785135829,2.7485267368563653,0.07206110917808455,14.847762169489217,1.622110551726776,3.4733850366884753,13.0468972598404,350.5514673304539,2.133620518445554,window_2
Normal Walk,-0.4989549375,-0.6158195,0.8454566166909984,-1.931639,1.315814,1.27107225,0.306929931909577,-0.7957552809754871,4.580350334231422,1.7631122058259119,7.525401760185588,0.25137983161556643,31.933116,2.715594101056988,2.7070600479659572,6.512027456083501,2483.560986767944,2.205265654445033,0.639630625,0.5202385,0.4426167343674187,-0.170979,1.672645,0.7011462500000001,0.4464000439841086,-0.8364991667536379,3.5538090796385204,1.5786015925620722,7.230156080176664,0.21334435643256533,40.93636,1.958236734481184,4.41990533781099,19.540915183299667,2076.9509093835763,1.2130569007051075,9.679664031249999,9.3123295,2.25188210534058,6.623177,13.6723,4.195806500000001,0.23752673593641638,-1.3981372135937888,29.27772062657065,4.760667961165344,107.05336223928059,1.6696866118379785,619.4984979999999,6.999232289591301,5.230779955579725,25.87791343579263,394163.4333383087,0.23059215941483788,0.12438749999999998,0.21163300000000002,0.36986025344162926,-0.681682,0.622651,0.52846225,-0.738158864000977,-0.6054640106922706,2.082736143484386,1.0307924094620917,2.527841947339909,0.2727875854807192,12.376458058737978,1.8152996064820202,2.552867079029859,6.751008296344418,343.28879213143796,2.7834591924393983,0.006513171874999998,0.011172,0.06253865206578116,-0.137114,0.137342,0.092196,-0.14435708763186922,-0.4957900020812862,0.30036934223897815,0.15712723364072134,0.4066169496343255,0.009627541367928528,2.0620933159431507,0.2200091675188964,2.8982415173834397,8.936970912273184,8.177890735583999,2.492755596853371,-0.13736071875,-0.27396,0.46244390458825074,-0.67925,0.822266,0.727043,0.6993478956396899,-0.7597066818501448,2.723336574625172,1.5585771680543368,2.9458053598256173,0.4668663932324539,13.989853302718515,2.353567833775754,2.2252384149449256,4.893718427603854,515.018602133392,3.0771837007218776,window_3
Normal Walk,-0.553056265625,-0.7107035,0.7178134602057409,-1.773007,0.636731,1.2844835,0.09263389313964437,-1.3553324233653283,3.7668948897802257,1.5558706215179687,7.610139828182692,0.1673687296180079,35.395601,1.5655088947870888,3.368130165850739,10.181685971741665,2307.319210084636,1.6083164851024636,0.3640558125,0.27049049999999997,0.4169643577824157,-0.897968,1.221585,0.6360965000000001,-0.09326163046503477,0.030548090063082345,2.9780734238042745,1.8172990818826507,4.384344241833706,0.16791681595102306,23.299572,2.3542785102432213,3.4115686235308407,12.223464843280286,898.9246639510301,2.162034385762991,9.44017190625,8.7109755,2.0831792894980836,6.474516,12.9532,4.10801925,0.264979985639017,-1.5085180435383845,26.185203850184617,2.939433574310887,104.87625045790118,0.5700410783797791,604.171002,4.114775850642828,5.227214745884395,25.83279391154263,373910.1699450925,0.19177390377780443,-0.0409233125,-0.138232,0.36807248667186276,-0.721652,0.531788,0.664891,0.12257661470816905,-1.3447988386443182,1.8852952449580065,0.8206113365219956,2.308780423322975,0.19965785131679348,11.256072680143008,1.5429797769662121,2.3992725633679624,6.2123132691098775,284.31376652098197,2.8339443686150525,0.004914390625000001,-0.000686,0.045718296232067065,-0.090483,0.124285,0.05389275,0.6568525794573233,0.22906106704824003,0.30243104716816505,0.2589519721965319,0.21275974839097767,0.04507894963488891,1.0634870425455856,0.21304453804459408,1.664704845948853,3.32358366800682,4.375399962452001,3.92150693034847,0.007399234375000001,0.175429,0.4667363256790023,-0.730943,0.755651,0.863871,-0.18381076953885417,-1.462966317797776,2.0987447848643535,0.7814484853597252,3.089321594272912,0.11727349620627518,15.224984055297945,1.2956993599727964,2.850707258665587,8.270461237869766,446.35640271476007,2.345153721018499,window_4
Normal Walk,-0.45245231249999995,-0.43151249999999997,0.4623131866411987,-1.33413,0.460395,0.791383,-0.09632542646949477,-1.029838815215447,3.188995769997452,1.5606537403458058,5.450599321308029,0.5175273156525746,28.956947999999997,1.3167485706259636,3.664514395867353,13.513458214179298,1276.1192634401657,1.772997953345511,0.32181882812499996,0.281719,0.32281596484745345,-0.321244,0.928905,0.49456875000000006,0.23027995523251785,-0.9692101464351022,2.3283505537746807,1.066436237515395,3.808521230714031,0.20870331010682758,20.596405,1.3552763576824458,3.6739723762264873,14.021072260415472,637.6336085139961,1.8677245853514783,10.08125825,10.34665,1.7826530463324792,7.067182,12.6794,3.2543404999999996,-0.2517119361791428,-1.2892113869213895,27.630157432624348,4.100292797945702,111.57428746806457,0.34250848608955525,645.2005280000001,4.955017836369446,5.291949831801759,26.33407988090263,422791.9111602534,0.1448199021117326,-0.014281296875000002,-0.030981,0.37708323533135063,-0.637716,0.574422,0.6900045,0.014984352905205002,-1.4040532139443889,1.8539871608036211,1.018293400076709,2.3850258925736694,0.1516619577438295,10.315374838033078,1.0552056358698954,2.5193744487949457,5.67477595472919,292.0197408214881,2.663260269834543,-0.0039080468750000005,-0.002151,0.026696912444624146,-0.069166,0.043814,0.03670525,-0.2780994899292919,-0.6503858439452572,0.16581061881946352,0.116105244142273,0.14146472181548153,0.009420612956414587,0.5281242746653189,0.16997679714054179,1.1913947410495127,0.34867337112111496,1.5201737226120002,3.7155616150035957,0.0445249375,0.1076145,0.3743012750075079,-0.489528,0.592576,0.75708625,-0.08085552115697947,-1.5657739646474436,1.8963532956907903,0.879166276631059,2.3713608480344526,0.17559877520181158,9.786639024378992,1.2369031778800639,2.322246014611827,4.690493384667272,295.02425899737597,2.7819015033573926,window_5
Normal Walk,-0.47646129687500005,-0.549805,0.5910568821111013,-2.271592,0.598651,0.746244,-0.3749446025758766,0.3839637257895987,3.9442260305368286,1.7778355228004554,5.984519783644524,0.5904489700425578,30.493523000000003,1.8503172213388102,3.2599880203726976,10.615630527395304,1643.8846726655042,2.129026884608269,0.51361565625,0.50759,0.2827703533085759,-0.014287,1.070698,0.45433099999999993,0.07493176384768338,-0.8411366006415815,2.9775480989054994,1.889501482886839,5.478747559999158,0.33860986388901554,32.871401999999996,1.5887138192066361,5.054307042857271,24.707870600757804,1244.2389602397595,1.12809146631185,9.456031593750001,9.280355499999999,1.816756207304869,6.935191,12.95424,3.1016467500000005,0.30131788551764443,-1.181975580611883,25.256769655592763,4.300632540379214,104.96975828517309,0.13640854671675864,605.186022,4.2357920153978785,5.2653206933747345,26.116960102765415,373009.7461722667,0.14908730790567185,-0.023807328125,-0.055762,0.37721904517253196,-0.707263,0.581616,0.6646909999999999,0.019031729192067966,-1.2464504633587337,1.3646541960164635,0.7696933780920612,2.7048286656293334,0.16734011772236906,16.127625793783313,0.6841444543918174,5.062926743723001,24.740751176442362,293.708133923696,0.9868191779754539,-0.02475034375,-0.027598499999999998,0.08378562304816582,-0.274342,0.139474,0.1187755,-0.36317633972564095,-0.013760731614243848,0.5239824589785879,0.3281862873305956,0.5016339290571512,0.08167877765467618,2.479981595504736,0.2979767544497429,2.3617307134524923,5.575182581155511,16.838214915154,3.2567668099786826,0.022591781250000005,-0.004566499999999999,0.4097525967971584,-0.614766,0.67438,0.8087807499999999,-0.0028610059165650984,-1.4099093492590338,1.3882980421187945,0.6978932736279844,2.980495681674463,0.18773305996122225,17.58020542981361,0.5675239098451488,5.004278734164327,24.233675247930023,345.943230791392,0.8775259121044986,window_6
Normal Walk,-0.455843046875,-0.6140140000000001,0.46766027184523296,-1.153955,0.629454,0.77224425,0.4766623581346294,-0.871205644707683,3.5216389067067295,1.5559143220690577,5.307838384825437,0.2104617296578382,29.173955,3.289688898148796,3.566201746704099,14.192548850341694,1298.4028450770202,2.109672294419341,0.50059271875,0.415932,0.3459919363982467,-0.121659,1.6957,0.3825955000000001,1.0439357080507512,1.3669080867225825,3.021146306358673,1.1740514366781114,5.532630443119815,0.19895846028386144,32.037934,2.2836621663219274,4.507384025344424,20.69190202712689,1271.594387985946,1.3821609806125943,9.38899415625,9.084938000000001,1.373713959287709,7.459773,12.10481,2.1968067500000004,0.42513679352833783,-1.0976366544258802,24.830169048963487,3.375595108671459,103.86416270689158,0.7357866926825278,600.895626,4.395597487300081,5.324329089438909,26.573310352886818,364937.6508737201,0.10719453158519873,-0.060912140625,-0.02765,0.3388408471236841,-0.81891,0.433463,0.5954775000000001,-0.39671826972248575,-0.9853408722481909,1.5648959133723446,0.8844742191951089,2.3180304717159212,0.18948983522464102,13.500130586647288,1.2100699454738932,4.263583217637402,19.030420692882597,250.30926359977605,1.8796839204626947,0.002607828124999999,0.0194325,0.10540525485915578,-0.287133,0.211419,0.12010825,-0.6644051180078209,0.619656056690737,0.45490885482395704,0.15316692379910524,0.7105516991624403,0.021641541471269597,3.3594747043038824,0.2853021235550859,2.609724826504831,6.746800272676147,22.778425068156,2.351125018508413,0.022737421874999997,0.056187,0.3317150633434705,-0.503917,0.558469,0.60786775,-0.036146768509391386,-1.4571562404346505,1.315181662827603,0.555744798759168,2.3191587800801066,0.10412698669903993,13.129118763101955,0.8282382262900744,4.165697813863678,18.14070634006273,227.46240811074003,1.586051631761465,window_7
Normal Walk,-0.34219864285714285,-0.330111,0.4019673882812611,-0.996265,0.517133,0.5491765000000001,0.37776030668802113,-0.47064975816581534,1.6734594871137325,0.7977139447425337,1.6509497539573263,0.25542230486909473,4.790781,1.8224191935026812,0.9888361474637025,-0.7556770316823611,38.682712215719,1.365458671209853,-0.11626,-0.0179665,0.44114924755347823,-0.765853,0.558226,0.80912975,-0.20359098415696517,-1.32028769917253,1.341489798439664,0.8401844955445854,1.1278385191907172,0.19305930293370452,3.6779321327362484,1.2802106618817142,1.0173893812648882,-0.09849294692219424,21.501302232816002,1.58856100245453,10.974200214285714,11.34308,1.5376232150466687,7.975311,12.94516,2.066557249999999,-0.5242179033312375,-0.8824022780686378,25.586942694566947,2.120995980116403,52.4430484263297,1.3623434572904587,153.638803,7.9286601223476385,2.015011142213263,2.1066342218125733,23834.754752909907,0.08670993434439765,0.14935714285714288,0.234016,0.3291478584240257,-0.635318,0.465439,0.339607,-1.1824984461615002,0.2772086623086003,1.2387976474637197,1.0729126379375322,0.774587688908334,0.45128156677368264,2.613197996345257,1.1494831360140862,0.6407362758815508,-1.0468608843374794,14.942239894190005,2.0012262010517072,-0.06334221428571427,-0.0824895,0.0941387597866488,-0.210658,0.093109,0.14009275000000002,0.057660994483117706,-1.1392309287982085,0.40579134333965705,0.30931071004411304,0.26654018459811374,0.16354381719208805,0.886791,0.3834074992464064,0.7675158201048958,-0.98035570870125,1.6499719903449994,1.9237648625852257,-0.05711685714285714,-0.1294045,0.33107465748137255,-0.403194,0.497182,0.57635875,0.4853811522332291,-1.2908462385690491,0.9925801413661136,0.799636,0.7953688910734065,0.35996290201404724,2.8544162677603704,0.4587067627561837,1.6898728793154425,1.389736823743906,11.324789069452,1.4843914608306747,window_8
Limping,-0.853600578125,-0.9821335,0.7439161412238404,-2.324953,0.4918,0.9739327499999999,-0.011163743675687806,-0.6587532020953715,5.121515472160122,1.8101690331129574,10.121862189638543,0.4583242576484472,54.630437,2.287079656163561,3.8577583310694727,15.26886397475971,4117.824477363516,1.4986794796868563,-0.021448109374999996,-0.097908,0.41914923153820305,-0.984549,1.127527,0.5892507499999999,0.43165510453425643,-0.09218742666765589,2.307650396523338,1.505210983475491,2.443710347071704,0.31479052476211095,11.450932784441727,1.3967477366905066,2.41118411618266,5.599688293136657,361.50305961470804,3.0621633195676403,9.523386218749998,9.624084,0.8176008781665619,8.28223,11.20702,1.3010647500000019,0.30976039466775,-1.0606330598861269,22.813624658245235,1.9130792513550559,105.50472045728216,0.10009021989103005,609.496718,2.814161723775874,5.3666972599749245,26.881061005056203,372854.64028212946,0.044404608422222776,-0.029419593749999997,-0.022321,0.19811717101138335,-0.394169,0.37191,0.3003035,0.32262332358460905,-0.8617526453635533,0.9498056430033697,0.5103964077207549,1.3115177213247844,0.03993277230934944,6.330752204090472,0.6325010614890908,2.8837417029310464,8.013697616155648,83.91070377055999,2.423026208752269,-0.04206215625,-0.0293305,0.20177028927689486,-0.342024,0.346782,0.35739275,0.2501789334949248,-1.1224800134160093,1.0108583856916673,0.5015607645267307,1.3452146662677433,0.0929140010909266,5.849835439658211,0.7040480738138212,2.485042929721022,5.578806141446234,90.60598957647998,2.6251807754597323,0.050070703125,0.0291405,0.19718305352361354,-0.332315,0.385002,0.31522475000000005,-0.10661031976406009,-1.00484049284247,0.9914615212835716,0.4567426481891945,1.3513921200883243,0.16980187952130407,5.657482980851853,0.5939186864877934,2.36813596528685,4.5892340547776,89.896211533528,2.604238986048236,window_9
